StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Q_RecaptchaScore,Q13,Q14,Q1_1,Q1_2,Q1_3,Q1_4,Q1_5,Q17_1,Q17_2,Q17_3,Q17_4,Q17_5,Q18_1,Q18_2,Q18_3,Q18_4,Q18_5,Q19_1,Q19_2,Q19_3,Q19_4,Q19_5,Q5_1,Q5_2,Q5_3,Q5_4,Q5_5,Q20_1,Q20_2,Q20_3,Q20_4,Q20_5,Q21_1,Q21_2,Q21_3,Q21_4,Q23,Q6,Q7,Q8,Q9,Q10,Q8,Q9,Q22,Q10,Q11,Q12,Q24
2022-05-10 13:02:13,2022-05-10 13:15:55,IP Address,100,822,True,2022-05-10 13:15:56,R_24kLa3A1DcDLsiz,anonymous,EN,1,Yes,Yes,4 = Agree,4 = Agree,4 = Agree,3 = Neither Agree nor Disagree,2 = Disagree,2 = Disagree,5 = Strongly Agree,4 = Agree,2 = Disagree,5 = Strongly Agree,5 = Strongly Agree,3 = Neither Agree nor Disagree,4 = Agree,2 = Disagree,4 = Agree,4 = Agree,4 = Agree,2 = Disagree,4 = Agree,2 = Disagree,1 = Had a positive impact,0 = Had neither a positive nor a negative impact,1 = Had a positive impact,1 = Had a positive impact,0 = Had neither a positive nor a negative impact,0 = Had neither a positive nor a negative impact,1 = Had a positive impact,0 = Had neither a positive nor a negative impact,0 = Had neither a positive nor a negative impact,-1 = Had a negative impact,0 = Had neither a positive nor a negative impact,0 = Had neither a positive nor a negative impact,-1 = Had a negative impact,0 = Had neither a positive nor a negative impact,,It was a sudden change in the way i looked at things. I have always been fascinated with the world around me and i wanted to be a scientist but when choosing i saw that my interests where in Geology so i choose it as my mayor and i have no regrets.,"No, Geology has become a part of who i am and i will finish what i started. ",,Well i plan on moving to the usa to study mi masters but yes the ultimate plan is to make a career out of it.,,Male,,Hispanic or Latino,More than one race,,,Yes
2022-05-10 12:36:23,2022-05-10 13:17:51,IP Address,100,2488,True,2022-05-10 13:17:52,R_1jvP1u41wdptcgn,anonymous,EN,0.800000011920929,Yes,Yes,3 = Neither Agree nor Disagree,3 = Neither Agree nor Disagree,3 = Neither Agree nor Disagree,3 = Neither Agree nor Disagree,2 = Disagree,3 = Neither Agree nor Disagree,4 = Agree,4 = Agree,3 = Neither Agree nor Disagree,5 = Strongly Agree,2 = Disagree,3 = Neither Agree nor Disagree,1 = Strongly Disagree,1 = Strongly Disagree,5 = Strongly Agree,4 = Agree,3 = Neither Agree nor Disagree,3 = Neither Agree nor Disagree,4 = Agree,2 = Disagree,1 = Had a positive impact,2 = Had a strong positive impact,1 = Had a positive impact,N/A = Not applicable/ Did not experience this,0 = Had neither a positive nor a negative impact,N/A = Not applicable/ Did not experience this,1 = Had a positive impact,2 = Had a strong positive impact,1 = Had a positive impact,-1 = Had a negative impact,N/A = Not applicable/ Did not experience this,N/A = Not applicable/ Did not experience this,N/A = Not applicable/ Did not experience this,N/A = Not applicable/ Did not experience this,,Mainly enjoyment but money plays a part,"Twice, due to personal reasons and due to internal transfer reasons (history—>Geology)","I had a major in history, changed to geology because i like rocks(yes, that was it)","Not really, personal reasons, and lost of motivation.",,,,Hispanic or Latino,,,,Yes
2022-05-10 13:40:37,2022-05-10 13:49:35,IP Address,100,538,True,2022-05-10 13:49:36,R_1mIcp5mv05fhPgm,anonymous,EN,1,Yes,Yes,5 = Strongly Agree,4 = Agree,5 = Strongly Agree,5 = Strongly Agree,5 = Strongly Agree,5 = Strongly Agree,5 = Strongly Agree,5 = Strongly Agree,2 = Disagree,4 = Agree,5 = Strongly Agree,3 = Neither Agree nor Disagree,4 = Agree,4 = Agree,4 = Agree,4 = Agree,5 = Strongly Agree,2 = Disagree,4 = Agree,2 = Disagree,2 = Had a strong positive impact,1 = Had a positive impact,2 = Had a strong positive impact,2 = Had a strong positive impact,1 = Had a positive impact,N/A = Not applicable/ Did not experience this,1 = Had a positive impact,2 = Had a strong positive impact,2 = Had a strong positive impact,2 = Had a strong positive impact,2 = Had a strong positive impact,2 = Had a strong positive impact,-1 = Had a negative impact,-1 = Had a negative impact,,I have always been interested in environmental hazards. Including geologic hazards and atmospheric hazards. My main goal was to become a geophysicist when I first started.,"Yes. I do not enjoy being out in the feel, while most of my peers do. This made me feel like maybe I did not belong in the field of geosciences.",No,I am planning to continue on with work more related to the social impacts of environmental hazards. I find that this is a good way to combine everything I enjoy learning about and doing.,"It took me a very long time to define what I wanted to do throughout my undergraduate experience. By having research experiences outside of my university I finally learned about the many things I can do and about all the possibilities. ",Female,,Hispanic or Latino,White,,,Yes
2022-05-10 12:01:12,2022-05-10 14:00:11,IP Address,100,7139,True,2022-05-10 14:00:12,R_eP5m0Wzek2Fk3Ad,anonymous,EN,0.800000011920929,Yes,Yes,4 = Agree,4 = Agree,4 = Agree,3 = Neither Agree nor Disagree,3 = Neither Agree nor Disagree,4 = Agree,4 = Agree,3 = Neither Agree nor Disagree,4 = Agree,4 = Agree,4 = Agree,3 = Neither Agree nor Disagree,2 = Disagree,2 = Disagree,3 = Neither Agree nor Disagree,4 = Agree,4 = Agree,4 = Agree,4 = Agree,2 = Disagree,1 = Had a positive impact,1 = Had a positive impact,1 = Had a positive impact,1 = Had a positive impact,1 = Had a positive impact,1 = Had a positive impact,0 = Had neither a positive nor a negative impact,2 = Had a strong positive impact,1 = Had a positive impact,1 = Had a positive impact,2 = Had a strong positive impact,1 = Had a positive impact,0 = Had neither a positive nor a negative impact,0 = Had neither a positive nor a negative impact,,It was the only thing I thought I could pay attention to for four uears,"Yes, to brc’s geomatics program to persue land surveying",No,Kinda,,Male,,Non-Hispanic or Latino,White,,,Yes
2022-05-10 14:12:42,2022-05-10 14:12:52,IP Address,100,9,True,2022-05-10 14:12:53,R_2agWqIQSWPHWi1g,anonymous,EN,0.8999999761581421,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-10 14:46:03,2022-05-10 14:46:11,IP Address,100,8,True,2022-05-10 14:46:12,R_6hzerOtSrM2P48V,anonymous,EN,0.8999999761581421,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-10 14:48:55,2022-05-10 15:03:41,IP Address,100,885,True,2022-05-10 15:03:41,R_9modmoWFIJusrtL,anonymous,EN,0.8999999761581421,Yes,Yes,5 = Strongly Agree,4 = Agree,5 = Strongly Agree,5 = Strongly Agree,5 = Strongly Agree,5 = Strongly Agree,2 = Disagree,3 = Neither Agree nor Disagree,3 = Neither Agree nor Disagree,5 = Strongly Agree,5 = Strongly Agree,1 = Strongly Disagree,1 = Strongly Disagree,3 = Neither Agree nor Disagree,5 = Strongly Agree,4 = Agree,5 = Strongly Agree,1 = Strongly Disagree,5 = Strongly Agree,1 = Strongly Disagree,2 = Had a strong positive impact,2 = Had a strong positive impact,1 = Had a positive impact,2 = Had a strong positive impact,2 = Had a strong positive impact,N/A = Not applicable/ Did not experience this,-1 = Had a negative impact,2 = Had a strong positive impact,2 = Had a strong positive impact,2 = Had a strong positive impact,2 = Had a strong positive impact,2 = Had a strong positive impact,N/A = Not applicable/ Did not experience this,N/A = Not applicable/ Did not experience this,N/A,"I saw a movie long ago called Dante's Peak and it made me VERY interested in volcanoes. ",Never leaving- but i started college 6 years after high school. I considered other paths simply due to financial struggles (& FASFA always denying to help me).,No.,"Yes. I plan on getting my PhD next~ then i will see about careers in seismology/volcanology. My end goal is to have a career in volcanology/seismology. In the meantime to make money, I am helping my husband with our Event Videography filming weddings. If i find a job in geoscience right after i graduate as an undergrad, that will be a lucky life bonus.","Experiencing the Jan 7, 2020 Mw 6.4 earthquake event in Puerto Rico. It really secured my admiration and need to study earthquakes (and slightly derailed my strict volcanology pathway).",Female,N/A,Hispanic or Latino,"White,More than one race,Other/I'll type it below","I am Half White, Half Hispanic, also Native American on both sides.",I grew up Muslim and Catholic and now I am Wiccan/Buddhist,Yes
2022-05-10 16:48:48,2022-05-10 16:58:13,IP Address,100,565,True,2022-05-10 16:58:13,R_2uqAAtuUjchA02k,anonymous,EN,0.8999999761581421,Yes,Yes,4 = Agree,4 = Agree,4 = Agree,3 = Neither Agree nor Disagree,4 = Agree,4 = Agree,3 = Neither Agree nor Disagree,4 = Agree,3 = Neither Agree nor Disagree,4 = Agree,4 = Agree,1 = Strongly Disagree,3 = Neither Agree nor Disagree,2 = Disagree,4 = Agree,4 = Agree,5 = Strongly Agree,3 = Neither Agree nor Disagree,4 = Agree,3 = Neither Agree nor Disagree,2 = Had a strong positive impact,2 = Had a strong positive impact,2 = Had a strong positive impact,2 = Had a strong positive impact,2 = Had a strong positive impact,0 = Had neither a positive nor a negative impact,2 = Had a strong positive impact,2 = Had a strong positive impact,2 = Had a strong positive impact,2 = Had a strong positive impact,2 = Had a strong positive impact,2 = Had a strong positive impact,0 = Had neither a positive nor a negative impact,0 = Had neither a positive nor a negative impact,,"Interested in minerals ",No,N/A,Hopefully a MS and Phd,,Male,,Hispanic or Latino,More than one race,,,No
2022-05-10 17:09:58,2022-05-10 17:13:54,IP Address,100,236,True,2022-05-10 17:13:55,R_2PbraAUKt8aYDcP,anonymous,EN,0.8999999761581421,Yes,Yes,4 = Agree,4 = Agree,4 = Agree,4 = Agree,4 = Agree,4 = Agree,3 = Neither Agree nor Disagree,3 = Neither Agree nor Disagree,3 = Neither Agree nor Disagree,4 = Agree,4 = Agree,2 = Disagree,2 = Disagree,2 = Disagree,4 = Agree,4 = Agree,4 = Agree,4 = Agree,4 = Agree,2 = Disagree,1 = Had a positive impact,2 = Had a strong positive impact,2 = Had a strong positive impact,2 = Had a strong positive impact,1 = Had a positive impact,0 = Had neither a positive nor a negative impact,1 = Had a positive impact,1 = Had a positive impact,0 = Had neither a positive nor a negative impact,0 = Had neither a positive nor a negative impact,0 = Had neither a positive nor a negative impact,0 = Had neither a positive nor a negative impact,0 = Had neither a positive nor a negative impact,0 = Had neither a positive nor a negative impact,,,,,,,,,,,,,No
2022-05-10 17:38:30,2022-05-10 17:45:01,IP Address,100,391,True,2022-05-10 17:45:02,R_2BlIqy1ARzBdkgi,anonymous,EN,0.8999999761581421,Yes,Yes,5 = Strongly Agree,4 = Agree,5 = Strongly Agree,4 = Agree,4 = Agree,5 = Strongly Agree,3 = Neither Agree nor Disagree,4 = Agree,2 = Disagree,4 = Agree,3 = Neither Agree nor Disagree,2 = Disagree,1 = Strongly Disagree,1 = Strongly Disagree,4 = Agree,4 = Agree,3 = Neither Agree nor Disagree,3 = Neither Agree nor Disagree,4 = Agree,2 = Disagree,2 = Had a strong positive impact,1 = Had a positive impact,1 = Had a positive impact,1 = Had a positive impact,2 = Had a strong positive impact,1 = Had a positive impact,2 = Had a strong positive impact,2 = Had a strong positive impact,2 = Had a strong positive impact,2 = Had a strong positive impact,2 = Had a strong positive impact,2 = Had a strong positive impact,N/A = Not applicable/ Did not experience this,N/A = Not applicable/ Did not experience this,,I've wanted to be a geologist since 2nd grade,"Yes, sometimes I feel imposter syndrome, like other people in my field know way more than me and are way more involved than me, but Covid didn't help/caused a lot of that.",N/A,"Yes, I hope to find a job in geosciences after I graduate, or go to grad school eventually maybe.",,Male,,Non-Hispanic or Latino,"Asian,White",,,Yes
2022-05-10 18:16:06,2022-05-10 18:33:10,IP Address,100,1024,True,2022-05-10 18:33:10,R_D7agj1akblaX9Lj,anonymous,EN,1,Yes,Yes,4 = Agree,4 = Agree,4 = Agree,4 = Agree,4 = Agree,4 = Agree,2 = Disagree,3 = Neither Agree nor Disagree,2 = Disagree,4 = Agree,3 = Neither Agree nor Disagree,1 = Strongly Disagree,2 = Disagree,3 = Neither Agree nor Disagree,4 = Agree,4 = Agree,4 = Agree,2 = Disagree,3 = Neither Agree nor Disagree,3 = Neither Agree nor Disagree,2 = Had a strong positive impact,1 = Had a positive impact,1 = Had a positive impact,2 = Had a strong positive impact,N/A = Not applicable/ Did not experience this,1 = Had a positive impact,1 = Had a positive impact,2 = Had a strong positive impact,2 = Had a strong positive impact,1 = Had a positive impact,1 = Had a positive impact,0 = Had neither a positive nor a negative impact,N/A = Not applicable/ Did not experience this,N/A = Not applicable/ Did not experience this,,"I took a few related classes, and decided I liked it and wanted to learn more, and then I fell in love with it!","No, not since I switched into it.","I was originally an astronomy major, in which I didn't like my physics classes and such. The geology classes I took to satisfy general education requirements I liked a lot, and so I decided to switch!","Ideally I would like to go to graduate school for planetary science, but I haven't gotten in anywhere yet. I am going to do research and reapply in the fall if I don't get in.","I think the geology department at the University of Maryland is really great, it is fairly small so it is easy to get to know other classmates and professors, and lots of people are willing to help me out when I need it.","Non-binary,Female","I use she/they pronouns, so kind of non-binary but more on the female side.",Non-Hispanic or Latino,White,,I'm bisexual,No
2022-05-10 19:42:05,2022-05-10 19:42:55,IP Address,100,50,True,2022-05-10 19:42:56,R_WCFTkQLvz8mzdQJ,anonymous,EN,1,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-10 19:53:43,2022-05-10 19:57:48,IP Address,100,245,True,2022-05-10 19:57:49,R_SYJLiUQpRXAfCUN,anonymous,EN,0.8999999761581421,Yes,Yes,4 = Agree,4 = Agree,4 = Agree,3 = Neither Agree nor Disagree,4 = Agree,2 = Disagree,3 = Neither Agree nor Disagree,4 = Agree,2 = Disagree,4 = Agree,4 = Agree,2 = Disagree,3 = Neither Agree nor Disagree,2 = Disagree,2 = Disagree,4 = Agree,4 = Agree,2 = Disagree,4 = Agree,2 = Disagree,2 = Had a strong positive impact,2 = Had a strong positive impact,1 = Had a positive impact,2 = Had a strong positive impact,2 = Had a strong positive impact,0 = Had neither a positive nor a negative impact,2 = Had a strong positive impact,0 = Had neither a positive nor a negative impact,0 = Had neither a positive nor a negative impact,1 = Had a positive impact,2 = Had a strong positive impact,0 = Had neither a positive nor a negative impact,-2 = Had a strong negative impact,-2 = Had a strong negative impact,,Wanna work outside and I like rocks,No,Chemistry. Wanted to go to natural sciences,Yes but we’ll see what’s out there,,Male,,Non-Hispanic or Latino,"Asian,White",,,Yes
2022-05-10 20:07:25,2022-05-10 20:07:36,IP Address,100,10,True,2022-05-10 20:07:36,R_33xc4InfTqorwZI,anonymous,EN,0.8999999761581421,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-10 20:10:31,2022-05-10 20:21:51,IP Address,100,680,True,2022-05-10 20:21:52,R_ONHAXM0KcVX1bwd,anonymous,EN,1,Yes,Yes,2 = Disagree,4 = Agree,3 = Neither Agree nor Disagree,3 = Neither Agree nor Disagree,2 = Disagree,2 = Disagree,4 = Agree,4 = Agree,3 = Neither Agree nor Disagree,4 = Agree,4 = Agree,2 = Disagree,3 = Neither Agree nor Disagree,3 = Neither Agree nor Disagree,5 = Strongly Agree,4 = Agree,5 = Strongly Agree,1 = Strongly Disagree,4 = Agree,2 = Disagree,1 = Had a positive impact,1 = Had a positive impact,1 = Had a positive impact,2 = Had a strong positive impact,1 = Had a positive impact,N/A = Not applicable/ Did not experience this,2 = Had a strong positive impact,1 = Had a positive impact,1 = Had a positive impact,0 = Had neither a positive nor a negative impact,2 = Had a strong positive impact,N/A = Not applicable/ Did not experience this,-1 = Had a negative impact,N/A = Not applicable/ Did not experience this,,"I wanted to preserve the environment. ",No.,I decided to get degree in geoscience in addition to my biology degree because I wanted to do interdisciplinary work which blended ecology and earth sciences.,I am going into soil science.,One of my most important experiences was participating in an REU.,Female,,Hispanic or Latino,Other/I'll type it below,,,Yes
